author,reviewDate,ratings,reviewText,reviewReplyText,reviewReplyDate,profileLink,startMessageLink
Daniel Baixauli Bou,2025.01.18 13:48,,"i bought QQ, and its the best buy i do it in all time of EA . Its secure and profitable. I recommend you if you not sure about that. This january, do somes trades and all with profits.","Thank you so much for your amazing feedback, Daniel! It means a lot to hear that Quantum Queen is the best EA purchase you’ve ever made! Knowing that you find it both secure and profitable is exactly what I hoped for when designing it. I’m also happy to hear that your January trades have all been profitable so far—that’s fantastic! 🎉 Thanks for the recommendation, and if you ever need anything, feel free to reach out. Wishing you continued success and even more profits ahead!",2025.02.19 11:42,https://www.mql5.com/en/users/dabax24,
Joseph OA,2025.01.17 04:50,,"I've been using QQ for some time now and the results are excellent! Contact Bogdan now and ask a question and in less than 5 minutes, you have a comprehensive response from him. His response will also help you to learn about the behaviour of the product. Keep it up, Bogdan.","Thank you so much for your kind words, Joseph! I’m really happy to hear that Quantum Queen has been delivering excellent results for you! Your feedback about my support means a lot—I always do my best to respond as quickly and thoroughly as possible because I want every trader using my EAs to feel confident and informed. If you ever need anything or have more questions, don’t hesitate to reach out. Wishing you continued success and even more great results ahead!",2025.02.19 11:37,https://www.mql5.com/en/users/taapoli,
HaAP_1,2025.01.15 06:16,,"I'm thrilled with your EA Quantum Queen MT5. Even if trends are in the opposite direction, you have very good exit scenarios. So I have continuous profits and therefore 5 stars","Thank you so much for your amazing feedback and 5-star rating! I’m really glad to hear that you’re thrilled with Quantum Queen and that its smart exit strategies are helping you stay profitable even when the trends move in the opposite direction. That’s exactly what I designed it for—consistency and steady profits, no matter the market conditions! If you ever have any questions or need assistance, feel free to reach out. Wishing you continued success and many more profitable trades ahead!",2025.02.19 11:35,https://www.mql5.com/en/users/haap_1,
Jacobo Levy Zonana,2025.01.14 10:21,,Yo le doy 5 porq estoy muy contento con el resultado q he visto de Quantum queen hasta ahorita y sobre todo por el excelente servicio q he recibido por parte de bogdan q todas las preguntas y dudas siempre contesta rapido y de manera atenta,"Thank you so much for your kind words and for the 5-star rating, Jacobo! I’m really happy to hear that Quantum Queen has been delivering great results for you so far. Your satisfaction means a lot to me, and I truly appreciate your feedback about the support—I always do my best to respond quickly and help whenever needed. If you ever have any more questions or need anything, don’t hesitate to reach out. Wishing you continued success and steady profits ahead!",2025.02.19 11:34,https://www.mql5.com/en/users/jacobo47,
Humberto Bustamante Careaga,2025.01.09 20:07,,"Hi, I have been using Quantum Queen for about 5 months now and the EA has been working well. I am happy with results, usability and support.","Thank you so much for your feedback, Humberto! I’m really glad to hear that after 5 months, Quantum Queen has been delivering the results you’re looking for. It means a lot to know that you’re happy not just with the performance, but also with the usability and support—that’s exactly what I aim for! If you ever have any questions or need anything, don’t hesitate to reach out. Wishing you continued success and steady profits ahead!",2025.02.19 11:33,https://www.mql5.com/en/users/humbertobc,
Joel Kinman,2025.01.05 01:03,,"I've been using the Quantum Queen EA by Bogdan Ion Puscasu for about a week now, and I couldn't be happier with my decision to make this purchase! This EA has truly transformed my trading experience, especially with gold (XAUUSD), though it works very well on several other pairs as well. The grid trading strategy it employs seems to be both innovative and effective. The setup process was straightforward, and the user-friendly interface made it easy to configure according to my trading style. I've seen consistent results in my backtesting and live trading which is up about 30% this week. The built-in risk management features are a huge plus, so far no draw downs of any significance. What I appreciate most is the support from Bogdan. He has been very responsive to my questions. He seems dedicated to improving the EA and so far has been available to answer all my questions. Though I am new to it, the community around Quantum Queen EA also seems to be fantastic, with many users sharing tips and strategies. If you're looking for a reliable and effective trading tool, I highly recommend Quantum Queen EA. It's been a game-changer for me! I will be getting more of the Bodgan's lineup of the Quantum Expert Advisors. Thank you Bogdan.","Thank you so much for this incredible review, Joel! It means a lot to hear that Quantum Queen has already made such a big impact on your trading experience, especially in just a week! Seeing 30% growth with minimal drawdown is fantastic, and I’m thrilled that the EA’s grid trading strategy is working so well for you. I really appreciate your kind words about the setup process and support—I always try to be as responsive and helpful as possible because I want every trader using my EAs to succeed. And yes, the Quantum Queen community is amazing! There are so many dedicated and experienced traders sharing valuable insights, and I’m glad you’re finding it helpful. Your enthusiasm is truly appreciated, and I’m excited to hear you’re considering more from the Quantum EA lineup! If you ever need anything, you know where to find me. Wishing you continued success and many more winning trades ahead!",2025.02.19 11:32,https://www.mql5.com/en/users/joelkinman,
Dariusz Pawel Toczko,2025.01.02 23:19,,"I've been using Quantum Queen for over 1.5 weeks, I'm happy with what I see. I recommend it to anyone who can't decide. After a month I'll try to post photos of the transaction. Thx.","Thank you for your feedback, Dariusz! I’m really happy to hear that Quantum Queen is already meeting your expectations after just 1.5 weeks! It’s great to see you feeling confident in your decision, and I truly appreciate the recommendation. I’d love to see your results when you post them next month! If you ever have any questions or need assistance, feel free to reach out. Wishing you continued success and steady profits ahead!",2025.02.19 11:28,https://www.mql5.com/en/users/darekt,
DieNastie,2025.01.02 16:26,,I have been testing QQ for just over a month now. This EA is so far the most confident one that I bought. With a profit of just under 7% it easily fulfills my monthly target and that with a almost non-existent DD of a measly 1.5%,"Thank you so much for sharing your experience! I’m really glad to hear that Quantum Queen is giving you confidence and delivering exactly what you were hoping for. A 7% profit in just over a month with an ultra-low 1.5% drawdown is exactly the kind of steady, reliable performance I built this EA to achieve. It’s great to know that it’s helping you hit your monthly targets with ease! If you ever have any questions or need any support, don’t hesitate to reach out. Wishing you continued success and even more profits ahead!",2025.02.19 11:25,https://www.mql5.com/en/users/dienastie,
Nhung,2024.12.22 08:22,,"I have been using Quantum Queen for over a week, and the result is really great, just as I expected. An EA that doesn't go crazy, very consistent, keep the DD low, and a steady profit. Easy setup with great support from the developer. Either you are new, or even a part-time trader without much time like me, this EA for sure can help you. Hands down my most satisfied EA after testing nearly 20 EAs.","Thank you so much for your amazing feedback! I’m thrilled to hear that Quantum Queen has lived up to your expectations with consistent results, low drawdown, and steady profits. Hearing that it’s your most satisfying EA after testing so many others means the world to me! I designed Quantum Queen to be user-friendly and effective for traders of all levels, so it’s great to know it’s working well for your busy schedule. If you ever have questions or need assistance, I’m always here to help. Wishing you continued success and even more steady profits ahead!",2024.12.30 11:25,https://www.mql5.com/en/users/nikki_tr,
vul3m060988,2024.12.19 17:05,,"Although this is not an EA that can make people make quick profits, it is currently an EA that makes people feel at ease. It fully tells me that stable profits = long-term profits","Thank you for sharing your thoughtful feedback! I’m so glad to hear that Quantum Queen is giving you a sense of ease and confidence in your trading. You’ve summed it up perfectly—stable profits lead to long-term success, and that’s exactly what this EA is designed to deliver. If you ever have questions or need assistance, feel free to reach out—I’m always here to help. Wishing you continued success and steady growth with Quantum Queen!",2024.12.30 11:24,https://www.mql5.com/en/users/vul3m060988,
ycabecao,2024.12.16 16:00,,I have had good results in 2 weeks. I hope it keep going.,"Thank you for sharing your experience! I’m glad to hear that Quantum Queen is delivering good results for you in just two weeks. That’s a great start, and I’m confident it will continue to perform as it’s designed to prioritize consistent, long-term success. If you ever have any questions or need support, don’t hesitate to reach out—I’m always here to help.",2024.12.30 11:23,https://www.mql5.com/en/users/ycabecao,
Dave Z,2024.12.14 15:04,,"I bought the product a week ago, so far it is not a very open position, but Bogdán also wrote that this week is like that, and EA does not open unnecessary trades, but on Friday it made a profit! I recommend this EA.","Thank you so much for your feedback and recommendation, David! I’m glad to hear that you’re already seeing profits, even in a slower trading week. Quantum Queen is designed to focus on quality over quantity, so it won’t open trades unless the market conditions are just right. It’s great to know you appreciate this strategic approach! If you have any questions or need assistance as you continue using the EA, feel free to reach out—I’m always here to help. Wishing you steady profits and long-term success with Quantum Queen!",2024.12.30 11:22,https://www.mql5.com/en/users/sheiro33,
Trang Sy Lam Nguyen,2024.12.02 15:33,,"I have been using QQ for 2 months, and the result is stunning.","Thank you so much for your kind words! I’m thrilled to hear that the results with Quantum Queen have been stunning after 2 months of use—it’s always great to know the EA is performing well and meeting your expectations. If you ever have any questions or need assistance, I’m always here to help. Wishing you continued success and even more impressive results ahead!",2024.12.30 11:21,https://www.mql5.com/en/users/silam741852963,
Nicholas Vanstone,2024.12.01 13:15,,Only been using for two weeks and good results so far. Communication is great even out of hours. Looking forward to trialing more EAs from the developer.,"Thank you so much for your feedback,Nick! I’m really happy to hear that you’re seeing good results after just two weeks with Quantum Queen. It’s always my goal to provide great communication and support, no matter the time, so I’m glad you’ve found that helpful! I’m excited to hear you’re looking forward to trying more of my EAs—your trust means a lot to me. If you ever have questions or need assistance, feel free to reach out.",2024.12.30 11:21,https://www.mql5.com/en/users/vanstonen,
A M,2024.11.27 02:47,,"Use for a week. EA didn't place much order (I'm in default setting) but overall, it makes profit so I'm happy.","Thank you for sharing your experience! I’m glad to hear that Quantum Queen is already making profits for you, even in just a week of use. While it doesn’t place a high volume of trades, that’s intentional—it focuses on quality over quantity to ensure every trade has a strong chance of success. If you ever have questions, feel free to reach out—I’m here to help! Wishing you continued success and more steady profits ahead!",2024.12.30 11:20,https://www.mql5.com/en/users/adunsak,
TigerBedaux,2024.11.25 14:07,,I bought the Queen 2 weeks ago. It defintely made some gains already. Easy set up. Bogdan has answered all messages really fast. Happy to use even more bots from Bogdan. Good work!,"Thank you so much for your kind feedback! I’m really glad to hear that Quantum Queen is already delivering gains for you and that the setup process was easy. It’s great to know that my support has been helpful—I always aim to respond as quickly as possible. Your trust and enthusiasm mean a lot, and I’m thrilled to hear you’re happy to explore more of my bots in the future. If you ever need assistance or have any questions, feel free to reach out anytime.",2024.12.30 11:16,https://www.mql5.com/en/users/tigerbedaux,
traderkims,2024.11.22 07:33,,"From 2024.11.07~2024.11.21, I will tell you about Quantum Queen's performance. It started at $8,000 and is now $8,453.38. The profit is $453.39. Risk was managed as medium.XAUUSD is traded for the first time. I trust the Quantum Queen, so I have no worries. Thank you, Bogdan, for making Quantum Queen so good. Please make it even better in the future","Thank you so much for sharing your results and feedback! I’m thrilled to see that Quantum Queen has delivered solid profits in just a couple of weeks on medium risk. It’s great to hear that you feel confident and trust the EA to handle your trades—it means a lot to me! I’m always working on ways to improve my EAs, and your input inspires me to keep pushing forward. If you have any questions or need assistance, don’t hesitate to reach out.",2024.12.30 11:15,https://www.mql5.com/en/users/traderkims,
Hatric123,2024.11.21 09:46,,"Dear good traders, If you want to make money and see the difference in your life , please don't hesitate and do not miss the opportunity to get this AMAZING Expert Advisor. Quantum Queen promises profit in safety like none before, definitely it is a game changer !!!!","Thank you so much for your incredible review and kind words! I’m thrilled to hear that Quantum Queen is making such a positive impression and delivering the results you’re looking for. Knowing that it feels like a game-changer for you means so much to me! I’m always here to provide support and ensure every user gets the attention and assistance they need. If you ever have questions or need help, don’t hesitate to reach out—I’m just a message away.",2024.12.30 11:14,https://www.mql5.com/en/users/hatric123,
Richard Philip Oseng Rees,2024.11.20 20:57,,I bought this last week. Easy set up. Bogdan has answered all messages really efficiently. Early days but its making a nice profit on all trades so far.,"Thank you so much for your kind words and for trusting Quantum Queen, Phil! I’m really glad to hear that the setup was easy and that the EA is already delivering profits for you. It’s great to know that my support has been helpful—it’s always my goal to be there when you need assistance. It’s still early days, but I’m excited to see how Quantum Queen continues to perform for you. If you have any questions or need help along the way, don’t hesitate to reach out. Wishing you continued success and steady profits ahead!",2024.12.30 11:13,https://www.mql5.com/en/users/philrees99,
diraw,2024.11.19 17:34,,I am lucky to have bought this wonderful EA with black friday discount. So far so good. Easy to setup and the account is already up 2% today being first day the EA took a trade. It nice to know the EA waits for it's setup before taking a trade. This makes it the first EA i've used with patient. Previous EAs i use take trade right away when added to charts which possibly indicates no trading strategies have been taken into consideration. I am running this till the end of the month and i will update this review afterwards. So far i'm impressed.,"Thank you so much for sharing your experience and feedback! 🙏 I’m thrilled to hear that you’re already seeing results on the first day Quantum Queen took a trade and that you appreciate its patient and strategic approach. I designed it to wait for the perfect setups to ensure each trade has the highest probability of success, so it’s great to know this feature stands out to you! I completely understand how frustrating it can be when EAs trade impulsively without a proper strategy—Quantum Queen is all about quality over quantity, and I’m so glad it’s making a good impression so far. If you have any questions or need help in the meantime, feel free to reach out. Wishing you continued success and steady profits ahead!",2024.12.30 11:12,https://www.mql5.com/en/users/diraw,
kan chik,2024.11.19 13:55,,用兩星期感到好有安全感....堆薦,"Thank you so much for your feedback! I’m really glad to hear that after just two weeks, Quantum Queen is giving you a sense of security and confidence—that’s exactly what I hoped to achieve when creating it. Your recommendation means a lot to me! If you ever have any questions or need assistance, feel free to reach out. Wishing you continued success and steady profits ahead!",2024.12.30 11:10,https://www.mql5.com/en/users/lawkanchik,
Po Chi Kenny Chu,2024.11.19 11:13,,"I give Quantum Queen 5 stars! I purchased Quantum Emperor, Queen and Starman a few months ago and have been very impressed result. I am highly recommend Bogdan's EA.","Thank you so much for the fantastic review and for trusting me with not just Quantum Queen, but also Quantum Emperor and Quantum Starman! I’m thrilled to hear that you’re impressed with the results across the board—it means a lot to know my EAs are delivering the performance you expected. Your recommendation truly means the world to me. If you ever have any questions or need assistance, don’t hesitate to reach out. Wishing you continued success and even more great results ahead!",2024.12.30 11:09,https://www.mql5.com/en/users/kennypchu,
adamh555,2024.11.17 17:38,,"I have been using the queen for couple of weeks. For now, i would give it 4/5 rating. There is no doubt its profitable, but the strategies used (1-5) are so different and some of them have huge draw-downs compared to the rest. Especially Strat 1 can lead to very different results, because of the broker differences and spread around midnight. What i like about it is the ability to choose which strat to use and when. Its very picky and thats good for gold, because it can be very volatile and the queen chooses to wait for the right setup. We will see what happens in future and if these strategies keep working.",,,https://www.mql5.com/en/users/adamh555,
BluWave,2024.11.16 21:50,,"Quantum Queen is an impressive MT5 EA that combines profitability with risk management. In just two weeks of use, it has consistently delivered profitable trades while keeping risks under control. It's a valuable tool for traders seeking reliable and strategic performance.","Thank you so much for your detailed and thoughtful feedback! I’m thrilled to hear that Quantum Queen is delivering both profitability and strong risk management for you—it’s exactly what I designed it to do. Knowing that it’s been consistently performing well for you in just two weeks is incredibly rewarding! If you ever have questions or need assistance, don’t hesitate to reach out. Wishing you continued success and many more profitable trades ahead!",2024.12.30 11:08,https://www.mql5.com/en/users/commpex,
anson _cold,2024.11.15 17:17,,Big thanks to the developer. Excellent EA is very safe and profitable!,"Thank you so much for your kind words! I’m really happy to hear that you’re finding Quantum Queen both safe and profitable—that’s exactly what I aimed for when creating it. Knowing it’s delivering the results you’re looking for means a lot to me. If you ever have any questions or need assistance, don’t hesitate to reach out.",2024.12.30 11:07,https://www.mql5.com/en/users/octokwan,
Ariston Carvalho,2024.11.01 01:33,,"[Update] 2025-10-08- I continue using QQ (almost 1 year) with very good profits at medium risk and I can say that QQ is one of the best EAs that I have (maybe the best one). I higly recomend it. Also, Bogdan created a Discord channel that is very good to receive support and exchange ideas. I really thanks Bogdan for the very good work!","Thank you so much for sharing your experience! I’m thrilled to hear that Quantum Queen has been delivering impressive results and even surpassing your high expectations in just two weeks! Knowing that it’s living up to and exceeding what you hoped for is incredibly rewarding for me as the developer. If you ever have any questions or need assistance, feel free to reach out—I’m always here to help. Wishing you continued success and even greater profits ahead with Quantum Queen!",2024.11.06 10:49,https://www.mql5.com/en/users/aristoncae,
Michael Thomas Harty,2024.10.31 12:59,,"I've been using the Quantum Queen EA from Bogdan for a while, and it's been a fantastic addition to my trading toolkit. The EA is smart, reliable, and trades in a thoughtful, almost cerebral way. In a positive sense, its a slow EA meaning It doesn’t rush into trades, which I really appreciate, especially since it feels more strategic than other EAs I've tried. I have had my fill of 'fast EA's and have grown to really value slowr EAs which seem to maintain better performance over longer periods Slow doesn't mean no profits though, far from it as In October alone, I’m up 6.5% using it on a high-risk setting, which has been impressive. I also run it on a lower-risk setting for my larger accounts, where it performs steadily and confidently. Bogdan's support is invaluable – he’s consistently available on Discord and here to offer advice and guidance, which makes all the difference. For anyone looking for a dependable, slower-paced EA that’s still capable of excellent results, I’d highly recommend Quantum Queen.","Thank you so much for this detailed and thoughtful review! 🙏 I’m really glad to hear that Quantum Queen has been such a valuable addition to your trading toolkit and that you’re appreciating its careful, strategic approach to trading. I’m also pleased to know that Quantum Queen is performing steadily on lower-risk settings for your larger accounts. Thank you for highlighting the importance of support; I’m always here to assist you, whether on Discord or here, and I appreciate your trust in my EAs. For anyone seeking a reliable, steady EA that’s built to last, your words are incredibly encouraging. Wishing you continued success and strong returns with Quantum Queen!",2024.11.06 10:48,https://www.mql5.com/en/users/mikeharty87,
kamstylianos1,2024.10.30 09:23,,"If you are serious about trading and want to increase the value of your portfolio, this is the EA you are looking for. As always Bogdan developed once again a state of the art EA which is really sophisticated for XAUUSD and I have been using it since launch. I can truly say the account is only going up with the proper risk settings and developer always - always there no mater what or what time to support.Many thanks","Thank you so much for your thoughtful review and kind words! I'm thrilled to hear that Quantum Queen has been steadily increasing your portfolio's value since launch and that you're finding it a powerful tool for trading XAUUSD. Designing an EA that combines sophistication and reliability for consistent growth was my goal, so it’s incredibly rewarding to hear it’s working well for you. I’m always here to support you, no matter the time, and it means a lot to know that you feel well-supported. Thank you for your trust, and for sharing your experience—it’s invaluable for other serious traders looking to make the most of their portfolios. Wishing you continued success and steady growth!",2024.11.06 10:47,https://www.mql5.com/en/users/kamstylianos1,
Lee Han Su,2024.10.30 03:34,,"I feel so good about this EA and strongly recommend those who want stable revenue. Here's my result : - Date : 2024.09.09 ~ 2024.10.29 - Broker : FBS - Init Balance : $ 9,526.39 - Q.Q Setting : Medium (Default) ===> - Profit : $ 1,439.83 - Profit Ratio : 15.11% - Trade Volume : 15.31","Thank you so much for sharing your results and for recommending Quantum Queen, Lee! I’m thrilled to see that it’s delivering stable and steady profits for you, especially with a 15.11% return on medium settings. Seeing the EA work well on default settings and generate such consistent gains is exactly what I hoped to achieve! I appreciate you providing the detailed breakdown—it’s incredibly helpful for others to see how Quantum Queen performs in real accounts. If you ever have any questions or need assistance, don’t hesitate to reach out. Wishing you continued success and steady growth ahead!",2024.11.06 10:46,https://www.mql5.com/en/users/hslee87,
Taha Mirza,2024.10.24 14:03,,"After using Quantum Emperor for almost 5 months, confidently purchased Quantum Queen. Started it on 1st of October with high risk and so far it made 11.6%, there is still 1 week left for this month. At first I thought it will not make big profits as it opens few trades, but I was wrong its doing amazing work even with its few trades, brilliant strategy and steady profits.  Mr. Bogdan has been amazing with his support as usual, setup was very easy.  Highly recommend this EA and soon I'm going to get rest of Mr. Bogdan's EA's. My results from 1 October to 24 October: https://c.mql5.com/31/1211/Oct_1_-_24.png","Thank you so much for your amazing review and continued trust in my work! It’s fantastic to hear that Quantum Queen is delivering strong results for you, especially with an impressive 11.6% gain so far this month on high risk. I designed Quantum Queen to focus on quality trades, so I’m thrilled that you’re seeing the value in its steady, strategic approach! I’m also really happy to know that the setup process was easy and that my support has been helpful—that means a lot to me. Thank you for sharing your results and for recommending Quantum Queen. I’m excited to see the success you’ll achieve with the rest of my EAs! If you need anything along the way, just reach out. Wishing you continued profits and steady growth!",2024.11.06 10:45,https://www.mql5.com/en/users/taha_mirza,
orollo orollo,2024.10.04 13:09,,"Bought Quantum Queen last week, So far the results have been very good with a 3% return and low risk. The EA takes a trade a few times a week so not a high frequency of trading but good quality trades every other day or so. I think this will be a good EA given the previous work of the team that wrote it, so I look forward to seeing what this achieves over time.","Thank you so much for sharing your experience! I’m glad to hear that Quantum Queen is delivering solid results with a 3% return so far and keeping risk levels low. It’s designed to focus on quality over quantity, so I’m thrilled it’s meeting your expectations with its careful trade selection. I’m excited to see how it performs for you over time, and I’ll be here every step of the way to support you! If you ever have questions or need assistance, don’t hesitate to reach out. Wishing you continued success and steady profits with Quantum Queen!",2024.11.06 10:44,https://www.mql5.com/en/users/orolloorollo,
gbenga.abraham91,2024.10.03 09:01,,Impressive! i am wowed! This is the first box Bot that really performed it task and putting it on a test (Medium and Aggressive mode) I was way impressed more than my imagination.,"Thank you so much for your feedback! 🙏 I’m thrilled to hear that Quantum Queen has exceeded your expectations and delivered such impressive results, especially on both Medium and Aggressive settings. Knowing it’s performing beyond what you imagined really means a lot to me! If you have any questions or need any assistance as you continue to explore, don’t hesitate to reach out. Wishing you even more success and amazing results ahead!",2024.11.06 10:43,https://www.mql5.com/en/users/gbenga.abraham91,
khalid.muammar,2024.09.30 22:13,,Very very nice AE one month and I'm on profits =) happy thank you ae developer.,"Thank you so much for your review, Khalid!🙏 I'm really glad to hear that after just one month, Quantum Queen is already bringing you profits and making you happy! Your success means a lot to me, and I’m thrilled to be part of your trading journey. If you ever need assistance or have any questions, I’m here to help. Wishing you continued success and even more profits ahead!",2024.10.01 12:44,https://www.mql5.com/en/users/khalid.muammar,
TradeTrendz,2024.09.26 18:20,,User didn't leave any comment to the rating,"Thank you so much for your kind words and recommendation! I’m really glad to hear that you’re satisfied with Quantum Queen’s performance after a month of use. It’s great to know it’s working well for you! If you ever need anything or have any questions, don’t hesitate to reach out. Wishing you continued success and even more profits ahead!",2024.10.01 12:42,https://www.mql5.com/en/users/tradetrendz,
Christian Jordan,2024.09.25 14:02,,Habe Quantum Queen seid dem er rausgebracht wurde und bis heute nicht enttäuscht worden!,"Thank you so much for your support and for sticking with Quantum Queen since its release, Christian! 🙏 I’m really happy to hear that it hasn’t disappointed you so far. It’s great to know that you’re satisfied with the EA’s performance. If you ever need any assistance or have any questions, don’t hesitate to reach out. Wishing you continued success and profits with Quantum Queen!",2024.10.01 12:41,https://www.mql5.com/en/users/nonosoltau,
Ronaldo Grinstein Bonassoli,2024.09.24 11:54,,User didn't leave any comment to the rating,"Thank you so much for your continued trust and support! 🙏 I’m really glad to hear that all of my EAs have been working well for you, especially when configured with lower to medium risk settings. Your approach of not chasing too much greed and focusing on steady, secure profits is exactly how these EAs are designed to be used. It’s truly rewarding to hear that you find my products reliable and safe, and I appreciate your kind words. I look forward to continuing this journey with you, and I’ll make sure to keep delivering quality EAs in the future! Thank you again, and if you ever need anything, feel free to reach out. Wishing you continued success!",2024.10.01 12:36,https://www.mql5.com/en/users/rgbde,
ND001 Alfred,2024.09.20 15:13,,Best EA I have used,"Thank you so much for your review, Alfred! Hearing that Quantum Queen is the best EA you've used really means a lot to me. I’m thrilled that it’s delivering for you! If you ever need anything or have any questions, feel free to reach out. Wishing you continued success and many more profits ahead!",2024.10.01 12:35,https://www.mql5.com/en/users/nd001,
Alex Soulos,2024.09.15 11:11,,I have been using this EA for about two weeks the results are great so far. Great job,"Thank you so much for your feedback, Alex! 🙏 I’m really glad to hear that the results have been great for you in the first two weeks with Quantum Queen! It’s always exciting to see traders getting good results early on. If you ever have any questions or need any assistance, feel free to reach out. Wishing you continued success and even greater results ahead!",2024.10.01 12:34,https://www.mql5.com/en/users/alexsoulos,
Maxim Zakharov,2024.09.12 21:26,,"It's the best investment so far! I'm impressed with the consistent profits the Queen delivers with rare small losses. I've been experimenting with manual trading for 10 years, trying to find my way, and, unfortunately, only recently stepped into the world of automated trading and EAs. I wish I could find Bogdan with his products much earlier and save all these years I spent.","Thank you so much for sharing your experience, Maxim! 🙏 I’m incredibly happy to hear that Quantum Queen has been your best investment so far and that you’re impressed with the consistent profits! It’s never too late to step into the world of automated trading, and I’m honored that Quantum Queen is helping you find success after your years of manual trading. I really appreciate your kind words, and I’m glad that my products are making a positive impact. If you ever need anything or have questions, don’t hesitate to reach out. Here’s to many more years of profitable trading ahead!",2024.10.01 12:32,https://www.mql5.com/en/users/lememaxi,
Ya Peng Cheng,2024.09.08 08:53,,User didn't leave any comment to the rating,"Thank you so much for your feedback and recommendation! 🙏 I’m thrilled to hear that Quantum Queen has been giving you good results since you started using it in your real account. It’s great to know that you’re finding a solid balance between returns, drawdown management, and win rate—that’s exactly what I aimed to achieve with this EA. If you ever need any assistance or have questions, feel free to reach out. Wishing you continued success and even more great returns ahead!",2024.10.01 12:31,https://www.mql5.com/en/users/albertyp,
Kong Foo,2024.08.28 15:35,,"I had used the EA for 1 month , this EA would not trade everyday , sometimes it even not trade for a few days ... I suggested for the buyers who are going to purchase this EA . The patient is the most is important issue . Just let the EA do his job ..... it will give you unpredictable result . i already cover the cost of the EA . Thank you for Bogdan .","Thank you so much for sharing your experience and valuable insights! 🙏 I’m really glad to hear that Quantum Queen has already covered its cost for you, and I couldn’t agree more—patience is the key in trading. It’s all about waiting for the right opportunities, and sometimes that means it won’t trade every day, but when it does, the results can be impressive! I really appreciate you emphasizing the importance of letting the EA do its job. If you ever need anything or have any questions, I’m here to help. Wishing you continued success and many more profitable trades ahead!",2024.10.01 12:30,https://www.mql5.com/en/users/kongfoo,
Jerry Breaker,2024.08.22 15:36,,User didn't leave any comment to the rating,"Thank you so much for your feedback, jari! 🙏 I'm thrilled to hear that Quantum Queen passed your backtesting with flying colors and that you're adding it to your portfolio! It’s always great to know that my EAs are making a positive impact on traders like you. If you ever have any questions or need assistance, don’t hesitate to reach out. Wishing you continued success and amazing results with Quantum Queen!",2024.10.01 12:23,https://www.mql5.com/en/users/jaribecker,
MrR1 Yellow,2024.08.21 18:11,,I am very satisfied with the accuracy of Quantum Queen. I am currently making steady profits.,"Thank you so much for your kind words! 🙏 I’m really happy to hear that you’re satisfied with the accuracy of Quantum Queen and that it’s helping you make steady profits. That’s exactly what it’s designed for—consistent and reliable performance. If you ever have any questions or need any assistance along the way, feel free to reach out. Wishing you continued success and more steady profits ahead!",2024.10.01 12:21,https://www.mql5.com/en/users/mryellow,
TiddyPence,2024.08.16 19:46,,"I have been using this EA for about 10 days, and although it hasn't traded much, it was won every time. As others have said, i'd rather that than lots of losing trades. Looking forward to seeing how it performs moving forward, good work!","Thank you so much for your feedback! 🙏 I’m really glad to hear that even though Quantum Queen hasn’t made many trades in the past 10 days, it’s delivered wins every time. As you and many others have pointed out, it’s all about quality over quantity—fewer, well-chosen trades are always better than lots of losing ones! I’m excited to see how Quantum Queen continues to perform for you moving forward. If you ever have any questions or need assistance, feel free to reach out—I'm always here to help. Wishing you continued success and even more profitable trades ahead!",2024.10.01 12:21,https://www.mql5.com/en/users/tiddypence,
Leong To Kam,2024.08.12 07:43,,"Using Queen few weeks ,Quantum Queen mentioned there are not many trades but they are quality trades. All EAs are focusing on quality, rather than quantity, which is a good thing. It is much better to have less, winning trades, than having more and losing trades.","Thank you for your thoughtful feedback, Felix! 🙏 I'm really glad to hear that you're appreciating Quantum Queen's focus on quality over quantity. That’s exactly the goal—fewer but high-quality trades that deliver consistent results without unnecessary risk. It’s great to know that you recognize the value in this approach, and I couldn’t agree more—fewer winning trades are always better than more losing ones. If you ever have any questions or need help with anything, don’t hesitate to reach out. Wishing you continued success with Quantum Queen and many more profitable trades ahead!",2024.10.01 12:20,https://www.mql5.com/en/users/felix.kam,
jeonse,2024.08.09 12:55,,I used Quantum Emperor. I definitely trust Bogdan. ^^ I look forward to it and will leave a review.,"Thank you so much for your continued trust and support! 🙏 I’m really glad to hear that you’re enjoying Quantum Queen and that it’s providing you with steady and stable results—just as it should! I appreciate you taking the time to share your one-week review and the photo in the comments. It’s great to know that Quantum Queen is performing well for you. I’m here for you, so if you ever need anything or have any questions, don’t hesitate to reach out. Looking forward to supporting you on your trading journey! Wishing you even more success and profits ahead!",2024.10.01 12:18,https://www.mql5.com/en/users/jeonse,
Thara Tantitaranukul,2024.08.04 10:02,,After several backtests I decided to use the EA for real trading. The trading results are very satisfactory. Thank you for creating these great EAs.,"Thank you so much for your feedback! 🙏 I’m really happy to hear that after running several backtests, you decided to trust Quantum Queen for real trading, and I’m even more thrilled that the results have been very satisfactory for you! It’s always rewarding to know that the EAs I create are making a positive impact on your trading journey. If you ever need assistance or want to discuss strategies, feel free to reach out—I’m here to help. Wishing you continued success and even greater profits ahead!",2024.10.01 12:17,https://www.mql5.com/en/users/ai2fx,
